codigo,nome,cod_OMM,inicio_operacao,lat,lon,alt,summer_offset,utc_offset,time_zone_id,time_zone_name
A517,Muriaé-A517,86852.0,28/08/2006,-21.104867,-42.375904,283,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A513,Ouro Branco-A513,86823.0,28/07/2006,-20.556592,-43.75622,1048,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A529,Passa Quatro-A529,86873.0,30/05/2007,-22.395799,-44.961909,1017,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A516,Passos-A516,86819.0,16/07/2006,-20.745237,-46.633916,782,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A562,Patos de Minas-A562,,12/05/2017,-18.520667,-44.460611,950,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A523,Patrocíonio-A523,86778.0,22/08/2006,-18.996684,-46.985935,978,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A545,Pirapora-A545,86759.0,04/07/2007,-17.258064,-44.8356,505,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A560,Pompéu-A560,86788.0,20/08/2015,-19.239555,-45.008187,705,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A551,Rio Pardo de Minas-A551,86721.0,17/11/2007,-15.723139,-42.43575,850,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A525,Sacramento-A525,86795.0,18/08/2006,-19.875271,-47.434102,913,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A552,Salinas-A552,86741.0,14/07/2007,-16.160327,-42.310266,487,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A514,São João del Rei-A514,86849.0,09/06/2006,-21.106502,-44.250928,930,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A547,São Romão-A547,86739.0,30/06/2007,-16.362747,-45.123801,490,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A561,São Sebastião do Paraíso-A561,86811.0,17/08/2015,-20.909892,-47.114259,845,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A522,Serra dos Aimorés-A522,86763.0,21/08/2006,-17.798799,-40.249933,212,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A569,Sete Lagoas-A569,86790.0,10/04/2016,-19.455288,-44.17338,719,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A527,Teófilo Otoni-A527,86762.0,25/08/2006,-17.89284,-41.515423,467,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A511,Timóteo-A511,86801.0,22/02/2006,-19.573824,-42.622413,493,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A528,Três Marias-A528,86779.0,25/08/2006,-18.200855,-45.459836,931,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A568,UBERABA-A568,,18/05/2017,-19.710028,-47.961889,778,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A507,Uberlândia-A507,86776.0,14/12/2002,-18.917072,-48.255657,875,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A542,Unaí-A542,86738.0,15/06/2007,-16.554101,-46.881935,641,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A515,Varginha-A515,86848.0,13/07/2006,-21.566513,-45.4043,950,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A510,Viçosa-A510,86824.0,15/09/2005,-20.762607,-42.864013,698,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A756,Água Clara-A756,86812.0,15/08/2010,-20.44444,-52.87583,324,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A750,Amambaí-A750,86894.0,12/06/2008,-23.00253,-55.329357,434,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A719,Aquidauana-A719,86808.0,01/11/2006,-20.47542,-55.784006,151,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A759,Bataguassu-A759,86837.0,21/03/2013,-21.750123,-52.471294,392,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A757,Bela Vista-A757,86856.0,09/08/2011,-22.101536,-56.540763,206,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A702,Campo Grande-A702,86810.0,11/09/2001,-20.447195,-54.722615,528,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A742,Cassilândia-A742,86791.0,08/03/2008,-19.122471,-51.720732,495,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A730,Chapadão do Sul-A730,86772.0,19/12/2006,-18.802187,-52.60262,821,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A724,Corumbá-A724,86767.0,27/10/2006,-18.99667,-57.6375,112,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A760,Costa Rica-A760,86771.0,04/12/2012,-18.492665,-53.171261,727,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A720,Coxim-A720,86770.0,07/11/2006,-18.512146,-54.736116,251,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A721,Dourados-A721,86858.0,21/10/2006,-22.19392,-54.911355,463,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A752,Itaquiraí-A752,86896.0,31/05/2008,-23.449501,-54.181858,338,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A709,Ivinhema-A709,86860.0,10/02/2003,-22.300421,-53.822895,377,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A758,Jardim-A758,86835.0,04/08/2011,-21.478529,-56.137717,252,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A749,Juti-A749,86859.0,18/06/2008,-22.85721,-54.605634,375,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A731,Maracaju-A731,86834.0,14/12/2006,-21.609036,-55.177531,389,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A722,Miranda-A722,86807.0,02/11/2006,-20.39553,-56.431736,132,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A717,Nhumirim-A717,86768.0,03/08/2006,-18.988681,-56.622868,102,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A710,Paranaíba-A710,86792.0,13/11/2006,-19.695517,-51.181769,408,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A703,Ponta Porã-A703,86857.0,06/09/2001,-22.552448,-55.716317,668,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A723,Porto Murtinho-A723,86833.0,24/10/2006,-21.70585,-57.886546,79,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A743,Rio Brilhante-A743,86836.0,26/06/2008,-21.77494,-54.528108,324,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A732,São Gabriel do Oeste-A732,86789.0,16/12/2006,-19.42032,-54.553088,646,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A751,Sete Quedas-A751,86895.0,06/06/2008,-23.966893,-55.024227,398,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A754,Sidrolândia-A754,86809.0,30/09/2008,-20.981637,-54.97187,471,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A761,Sonora-A761,86769.0,30/11/2012,-17.635277,-54.76047,495,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A704,Três Lagoas-A704,86813.0,03/09/2001,-20.79,-51.7122,329,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A908,Água Boa-A908,86686.0,16/12/2006,-14.016496,-52.21169,440,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A924,Alta Floresta-A924,81977.0,23/05/2007,-10.077262,-56.179221,292,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A909,Alto Araguaia-A909,86749.0,22/09/2011,-17.339359,-53.224449,753,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A934,Alto Taquari-A934,86750.0,29/01/2008,-17.841011,-53.289474,862,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A910,Apiacás-A910,81976.0,24/10/2006,-9.563392,-57.393578,218,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A941,Cáceres-A941,86726.0,30/03/2012,-16.07474,-57.693047,124,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A905,Campo Novo dos Parecis-A905,86662.0,12/12/2002,-13.785907,-57.838485,525,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A912,Campo Verde-A912,86707.0,21/11/2006,-15.531431,-55.135649,748,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A926,Carlinda-A926,81978.0,10/04/2008,-9.970586,-55.827543,294,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A913,Comodoro-A913,86661.0,28/11/2006,-13.708046,-59.762385,577,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A918,Confresa-A918,86606.0,07/06/2008,-10.639518,-51.571456,233,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A919,Cotriguaçu-A919,81975.0,27/05/2007,-9.906296,-58.572235,265,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A901,Cuiabá-A901,86705.0,07/12/2002,-15.559295,-56.062951,242,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A930,Gaucha do Norte-A930,86666.0,06/06/2008,-13.184857,-53.257366,376,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A906,Guarantã do Norte-A906,81979.0,20/12/2002,-9.952594,-54.897834,284,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A932,Guiratinga-A932,86729.0,25/01/2008,-16.341587,-53.766089,525,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A933,Itiquira-A933,86748.0,14/08/2008,-17.175051,-54.50169,593,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A914,Juara-A914,86625.0,02/11/2006,-11.280158,-57.526641,263,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A920,Juína-A920,86624.0,01/12/2006,-11.375126,-58.774785,365,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A928,Nova Maringá-A928,86663.0,17/04/2008,-13.038642,-57.092201,334,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A929,Nova Ubiratã-A929,86665.0,13/04/2008,-13.411105,-54.752144,466,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A927,Novo Mundo-A927,86643.0,29/02/2008,-12.521901,-58.231401,426,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A915,Paranatinga-A915,86684.0,19/12/2006,-14.421492,-54.036055,477,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A937,Pontes e Lacerda-A937,86702.0,31/01/2008,-15.234582,-59.346215,273,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A935,Porto Estrela-A935,86704.0,27/02/2008,-15.324728,-57.225845,148,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A916,Querência-A916,86647.0,20/07/2007,-12.627315,-52.220891,361,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A907,Rondonópolis-A907,86728.0,17/11/2003,-16.462419,-54.580151,290,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A936,Salto do Céu-A936,86703.0,28/01/2008,-15.124811,-58.127092,301,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A931,Santo Antônio do Leste-A931,86685.0,31/05/2008,-14.927883,-53.883643,664,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A921,São Félix do Araguaia-A921,86628.0,18/10/2007,-11.619023,-50.727856,201,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A903,São José do Rio Claro-A903,86664.0,25/02/2003,-13.453981,-56.677323,340,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A917,Sinop-A917,86626.0,29/10/2006,-11.982245,-55.565993,367,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A904,Sorriso-A904,86645.0,16/12/2002,-12.555107,-55.722863,379,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A902,Tangará da Serra-A902,86682.0,12/10/2002,-14.650117,-57.431556,440,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A922,Vila Bela da Santíssima Trindade-A922,86701.0,24/11/2006,-15.062696,-59.872921,213,3600.0,-14400.0,America/Campo_Grande,Amazon Summer Time
A201,Belém-A201,81680.0,20/01/2003,-1.411228,-48.439512,21,0.0,-10800.0,America/Belem,Brasilia Standard Time
A226,Bragança-A226,81685.0,11/03/2008,-1.047258,-46.78579,41,0.0,-10800.0,America/Belem,Brasilia Standard Time
A236,Cametá-A236,81710.0,20/06/2008,-2.239653,-49.499827,10,0.0,-10800.0,America/Belem,Brasilia Standard Time
A248,Capitão Poço-A248,81684.0,18/04/2011,-1.734766,-47.0575,79,0.0,-10800.0,America/Belem,Brasilia Standard Time
A202,Castanhal-A202,81682.0,24/01/2003,-1.300875,-47.947967,47,0.0,-10800.0,America/Belem,Brasilia Standard Time
A241,Conceição do Araguaia-A241,81940.0,04/09/2008,-8.30361,-49.28277,176,0.0,-10800.0,America/Belem,Brasilia Standard Time
A231,Itaituba-A231,81778.0,17/02/2008,-4.276978,-55.993087,24,0.0,-10800.0,America/Belem,Brasilia Standard Time
A240,Marabá-A240,81820.0,25/06/2009,-5.366447,-49.051166,117,0.0,-10800.0,America/Belem,Brasilia Standard Time
A209,Medicilandia-A209,81739.0,17/02/2008,-3.510943,-52.96345,252,0.0,-10800.0,America/Belem,Brasilia Standard Time
A246,Mina Palito-A246,81855.0,28/09/2010,-6.320067,-55.787783,260,0.0,-10800.0,America/Belem,Brasilia Standard Time
A239,Monte Alegre-A239,81706.0,06/07/2012,-2.000054,-54.076479,101,0.0,-10800.0,America/Belem,Brasilia Standard Time
A235,Novo Repartimento-A235,81784.0,23/07/2008,-4.243989,-49.939308,101,0.0,-10800.0,America/Belem,Brasilia Standard Time
A232,Óbidos-A232,81675.0,05/07/2012,-1.880789,-55.519856,90,0.0,-10800.0,America/Belem,Brasilia Standard Time
A210,Pacajá-A210,81742.0,27/02/2008,-3.843701,-50.638098,89,0.0,-10800.0,America/Belem,Brasilia Standard Time
A212,Paragominas-A212,81745.0,18/10/2007,-3.009932,-47.343121,85,0.0,-10800.0,America/Belem,Brasilia Standard Time
A211,Placas-A211,81737.0,14/02/2008,-3.86404,-54.216416,100,0.0,-10800.0,America/Belem,Brasilia Standard Time
A214,Rondon do Pará-A214,81786.0,17/04/2008,-4.78447,-48.071055,229,0.0,-10800.0,America/Belem,Brasilia Standard Time
A215,Salinópolis-A215,81660.0,14/06/2008,-0.618884,-47.356596,23,0.0,-10800.0,America/Belem,Brasilia Standard Time
A233,Santana do Araguaia-A233,81982.0,30/05/2008,-9.338611,-50.35028,177,0.0,-10800.0,America/Belem,Brasilia Standard Time
A250,Santarém-A250,81707.0,02/09/2015,-2.502572,-54.720279,137,0.0,-10800.0,America/Belem,Brasilia Standard Time
A216,São Félix do Xingu-A216,81858.0,16/11/2016,-6.639622,-51.956966,211,0.0,-10800.0,America/Belem,Brasilia Standard Time
A230,Serra dos Carajás-A230,81860.0,03/09/2008,-6.077427,-50.142265,707,0.0,-10800.0,America/Belem,Brasilia Standard Time
A227,Soure-A227,81658.0,27/04/2008,-0.727827,-48.515795,13,0.0,-10800.0,America/Belem,Brasilia Standard Time
A213,Tomé Açu-A213,81711.0,14/10/2007,-2.592606,-48.360585,43,0.0,-10800.0,America/Belem,Brasilia Standard Time
A234,Tucumã-A234,81859.0,18/07/2008,-6.743208,-51.141899,321,0.0,-10800.0,America/Belem,Brasilia Standard Time
A229,Tucuruí-A229,81743.0,01/03/2008,-3.82276,-49.674956,138,0.0,-10800.0,America/Belem,Brasilia Standard Time
A247,Xinguara-A247,81896.0,11/09/2016,-7.110518,-49.926072,245,0.0,-10800.0,America/Belem,Brasilia Standard Time
A310,Areia-A310,81877.0,16/11/2004,-6.975451,-35.718128,573,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A348,Cabaceiras-A348,81915.0,28/02/2008,-7.483206,-36.286469,392,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A352,Camaratuba-A352,81878.0,04/05/2008,-6.561813,-35.135316,136,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A313,Campina Grande-A313,81916.0,22/12/2006,-7.225574,-35.904831,546,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A320,João Pessoa-A320,81918.0,21/07/2007,-7.165409,-34.815627,34,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A334,Monteiro-A334,81914.0,22/08/2007,-7.894465,-37.124704,606,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A321,Patos-A321,81913.0,21/07/2007,-7.079836,-37.272817,264,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A333,São Gonçalo-A333,81774.0,06/11/2007,-6.835777,-38.311583,237,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A309,Arco Verde-A309,81953.0,20/11/2004,-8.433544,-37.055477,684,0.0,-10800.0,America/Recife,Brasilia Standard Time
A329,Cabrobó-A329,81951.0,04/09/2007,-8.504,-39.31528,343,0.0,-10800.0,America/Recife,Brasilia Standard Time
A341,Caruaru-A341,81956.0,21/11/2007,-8.236069,-35.98555,570,0.0,-10800.0,America/Recife,Brasilia Standard Time
A351,Floresta-A351,81952.0,15/09/2008,-8.598785,-38.584062,327,0.0,-10800.0,America/Recife,Brasilia Standard Time
A322,Garanhuns-A322,81955.0,08/07/2007,-8.91095,-36.493381,828,0.0,-10800.0,America/Recife,Brasilia Standard Time
A349,Ibimirim-A349,81954.0,14/10/2008,-8.509552,-37.711591,434,0.0,-10800.0,America/Recife,Brasilia Standard Time
A366,Ouricuri-A366,81910.0,11/08/2010,-7.885833,-40.102683,458,0.0,-10800.0,America/Recife,Brasilia Standard Time
A357,Palmares-A357,81957.0,04/09/2008,-8.666667,-35.567921,164,0.0,-10800.0,America/Recife,Brasilia Standard Time
A307,Petrolina-A307,81991.0,21/02/2003,-9.388323,-40.523262,373,0.0,-10800.0,America/Recife,Brasilia Standard Time
A301,Recife-A301,81958.0,22/12/2004,-8.05928,-34.959239,11,0.0,-10800.0,America/Recife,Brasilia Standard Time
A350,Serra Talhada-A350,81912.0,09/07/2008,-7.954277,-38.295082,499,0.0,-10800.0,America/Recife,Brasilia Standard Time
A328,Surubim-A328,81917.0,09/03/2008,-7.839628,-35.801056,421,0.0,-10800.0,America/Recife,Brasilia Standard Time
A336,Alvorada do Gurguéia-A336,81846.0,17/11/2007,-8.441598,-43.865443,261,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A326,Bom Jesus do Piauí-A326,81987.0,17/07/2007,-9.083251,-44.32647,296,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A365,Canto do Buriti-A365,81847.0,12/06/2010,-8.117939,-42.975721,312,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A337,Caracol-A337,81988.0,10/11/2007,-9.28588,-43.324438,515,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A361,Castelo do Piauí-A361,81829.0,20/04/2009,-5.349228,-41.512274,269,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A338,Esperantina-A338,81751.0,03/12/2007,-3.899365,-42.259483,88,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A311,Floriano-A311,81868.0,18/11/2004,-6.761438,-43.003396,126,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A364,Gilbués-A364,81986.0,16/05/2009,-9.875196,-45.345805,425,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A354,Oeiras-A354,81869.0,22/07/2008,-6.974135,-42.146831,154,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A308,Parnaíba-A308,81752.0,06/02/2003,-3.086656,-41.783139,52,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A330,Paulistana-A330,81950.0,31/08/2007,-8.132288,-41.142945,376,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A343,Picos-A343,81908.0,12/12/2008,-7.071016,-41.404042,233,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A335,Piripiri-A335,81794.0,31/08/2007,-4.276047,-41.794568,158,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A331,São João do Piauí-A331,81848.0,26/08/2007,-8.364977,-42.250369,237,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A362,São Pedro do Piaui-A362,81828.0,20/05/2009,-5.911033,-42.718729,296,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A345,São Raimundo Nonato-A345,81989.0,27/02/2008,-9.033211,-42.701112,383,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A312,Teresina-A312,81827.0,24/11/2004,-5.034769,-42.801341,75,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A346,Uruçui-A346,81905.0,06/03/2008,-7.44142,-44.345055,399,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
A363,Valença do Piauí-A363,81870.0,18/04/2009,-6.399274,-41.739953,313,0.0,-10800.0,America/Fortaleza,Brasilia Standard Time
B803,Campina da Lagoa-B803,,04/08/2016,-24.570861,-52.800256,598,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A819,Castro-A819,86921.0,09/07/2006,-24.786954,-49.999266,994,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A869,Cidade Gaúcha-A869,86898.0,10/03/2008,-23.359156,-52.931912,366,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A876,Clevelândia-A876,86939.0,16/05/2008,-26.4172,-52.348741,966,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
B806,Colombo-B806,86928.0,28/05/2016,-25.322464,-49.157733,950,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A807,Curitiba-A807,86933.0,28/01/2003,-25.448688,-49.230602,923,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A849,Diamante do Norte-A849,86861.0,08/03/2008,-22.639366,-52.890156,368,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A843,Dois Vizinhos-A843,86927.0,29/03/2007,-25.699063,-53.095273,546,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A846,Foz do Iguaçu-A846,86925.0,15/02/2008,-25.601834,-54.483065,235,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A875,General Carneiro-A875,86941.0,10/04/2008,-26.398473,-51.35367,1009,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A824,Icaraíma-A824,86897.0,15/11/2006,-23.39038,-53.635933,381,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A847,Ilha do Mel-A847,86935.0,23/03/2007,-25.494522,-48.326041,4,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A823,Inácio Martins-A823,86929.0,16/10/2006,-25.567879,-51.077946,1209,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A818,Ivaí-A818,86930.0,12/07/2006,-25.010757,-50.853853,804,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A871,Japira-A871,86902.0,28/02/2008,-23.773341,-50.18057,693,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A821,Joaquim Távora-A821,86903.0,23/11/2006,-23.505266,-49.946387,513,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
B804,Laranjeiras do Sul-B804,,07/08/2016,-25.368944,-52.391944,835,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A820,Marechal Cândido Rondon-A820,86916.0,18/11/2006,-24.533303,-54.019248,392,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A835,Maringá-A835,86899.0,21/11/2006,-23.405357,-51.932828,549,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A873,Morretes-A873,86934.0,13/03/2008,-25.508935,-48.808681,50,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A842,Nova Fátima-A842,86901.0,08/02/2007,-23.415284,-50.577744,664,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A822,Nova Tebas-A822,86919.0,20/12/2006,-24.437346,-51.96302,656,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A850,Paranapoema-A850,86862.0,05/03/2008,-22.658273,-52.134526,309,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A855,Planalto-A855,86926.0,07/11/2007,-25.721863,-53.74792,399,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A874,São Mateus do Sul-A874,86931.0,18/04/2011,-25.835604,-50.368994,780,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A872,Ventania-A872,86920.0,15/04/2011,-24.280394,-50.21015,1093,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A606,Arraial do Cabo-A606,86892.0,22/09/2006,-22.975468,-42.02145,3,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A604,Cambuci-A604,86854.0,20/11/2002,-21.587729,-41.958327,60,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A607,Campos-A607,86855.0,22/09/2006,-21.714767,-41.344017,17,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A620,Campos - São Tomé-A620,86890.0,13/06/2008,-22.041647,-41.051871,7,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A603,Duque de Caxias - Xerém-A603,86877.0,21/10/2002,-22.589806,-43.282233,24,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A608,Macaé-A608,86891.0,22/09/2006,-22.376318,-41.812053,25,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A624,Nova Friburgo-Salinas-A624,86889.0,18/09/2010,-22.334839,-42.676932,1065,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A619,Paraty-A619,86913.0,06/12/2006,-23.22354,-44.726863,3,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A610,Petrópolis - Pico do Couto-A610,86876.0,22/10/2006,-22.464889,-43.291505,1758,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A609,Resende-A609,86874.0,29/09/2006,-22.450924,-44.444786,439,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A626,Rio Claro (Passa Três)-A626,,03/06/2016,-22.65358,-44.040916,516,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A652,Rio de Janeiro - Forte de Copacabana-A652,86887.0,18/05/2007,-22.988286,-43.190436,26,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A602,Rio de Janeiro - Marambaia-A602,86914.0,07/10/2002,-23.050334,-43.595685,9,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A621,Rio de Janeiro - Vila Militar-A621,86879.0,13/04/2007,-22.861322,-43.41141,30,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A667,Saquarema - Sampaio Correia-A667,86885.0,02/08/2015,-22.871321,-42.609219,26,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A601,Seropédica - Ecologia Agrícola-A601,86878.0,07/05/2000,-22.757868,-43.684843,35,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A659,Silva Jardim-A659,86893.0,28/08/2015,-22.645911,-42.415775,19,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A618,Teresópolis - Parque Nacional-A618,86888.0,01/11/2006,-22.448922,-42.987146,991,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
A625,Três Rios-A625,,07/06/2016,-22.098391,-43.208574,305,3600.0,-10800.0,America/Sao_Paulo,Brasilia Summer Time
